epoch,accuracy,auc,learning_rate,loss,precision,recall,top_2_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy
28,0.9261860847473145,0.9919939041137695,9.999999747378752e-05,0.6638952493667603,0.9362905025482178,0.9181762337684631,0.9806531071662903,0.9526159763336182,0.9968164563179016,0.5670983791351318,0.9570858478546143,0.9466930031776428,0.9906219244003296
29,0.9245840907096863,0.992274284362793,9.999999747378752e-05,0.6401339173316956,0.9323968291282654,0.9160813093185425,0.9823783040046692,0.9521223902702332,0.9961413741111755,0.5548276901245117,0.9588766098022461,0.9437314867973328,0.9871668219566345
30,0.926062822341919,0.9923595190048218,9.999999747378752e-05,0.6183292269706726,0.9382312297821045,0.9190388321876526,0.981392502784729,0.9629812240600586,0.9965550899505615,0.5120638012886047,0.9666001796722412,0.9570582509040833,0.9916090965270996
31,0.9361675977706909,0.9937127828598022,9.999999747378752e-05,0.5714914798736572,0.9429643750190735,0.929020345211029,0.9839802980422974,0.9624876379966736,0.9966819882392883,0.5002836585044861,0.9666500687599182,0.9585390090942383,0.9896347522735596
32,0.9345656037330627,0.9936807155609131,9.999999747378752e-05,0.5535544157028198,0.9414482116699219,0.9292668104171753,0.9837338328361511,0.9644619822502136,0.9968361854553223,0.4755808115005493,0.9686098694801331,0.9595261812210083,0.9871668219566345
33,0.9382624626159668,0.9947713017463684,9.999999747378752e-05,0.5201820731163025,0.9453681707382202,0.9318546056747437,0.9866912961006165,0.9595261812210083,0.9964990615844727,0.46387922763824463,0.9632206559181213,0.9565646648406982,0.9866732358932495
34,0.9354282021522522,0.9944329261779785,9.999999747378752e-05,0.5100424289703369,0.9438679814338684,0.930375874042511,0.9827479720115662,0.9580454230308533,0.9968227744102478,0.44636034965515137,0.9626680016517639,0.9545903205871582,0.9925962686538696
35,0.9396179914474487,0.9945900440216064,9.999999747378752e-05,0.4814211130142212,0.9479674696922302,0.9339494705200195,0.9871842265129089,0.9629812240600586,0.997516393661499,0.40890181064605713,0.9690772891044617,0.9590325951576233,0.9935834407806396
36,0.938508927822113,0.9944330453872681,9.999999747378752e-05,0.47330600023269653,0.9451455473899841,0.9321010708808899,0.9870610237121582,0.9664363265037537,0.9969072341918945,0.3997744023799896,0.9725959300994873,0.9634748101234436,0.9901283383369446
37,0.9445471167564392,0.995451033115387,9.999999747378752e-05,0.44235414266586304,0.9483766555786133,0.939494788646698,0.9896488189697266,0.9624876379966736,0.9969618320465088,0.3895549476146698,0.9676455855369568,0.9595261812210083,0.9906219244003296
38,0.9463955760002136,0.9951819181442261,9.999999747378752e-05,0.42582961916923523,0.9519290924072266,0.939494788646698,0.9882932901382446,0.9674234986305237,0.9970263242721558,0.3653034269809723,0.9711729884147644,0.9644619822502136,0.9935834407806396
39,0.9494763016700745,0.9961589574813843,9.999999747378752e-05,0.39569708704948425,0.9548170566558838,0.9452865123748779,0.9890326261520386,0.9610069394111633,0.9967665672302246,0.3640451729297638,0.962816059589386,0.9585390090942383,0.9945705533027649
40,0.9494763016700745,0.995581328868866,9.999999747378752e-05,0.3890781104564667,0.9536242485046387,0.9451632499694824,0.9891558885574341,0.9654491543769836,0.9963243007659912,0.34812936186790466,0.9677739143371582,0.9634748101234436,0.9916090965270996
41,0.9537892937660217,0.9962973594665527,9.999999747378752e-05,0.36068829894065857,0.9575870633125305,0.9487369060516357,0.9914972186088562,0.9689042568206787,0.9973381161689758,0.32111427187919617,0.9712443947792053,0.9669299125671387,0.9925962686538696
42,0.9556376934051514,0.9959625005722046,9.999999747378752e-05,0.3485845625400543,0.960213840007782,0.9516943693161011,0.9906346201896667,0.9624876379966736,0.9962101578712463,0.3350461721420288,0.9657907485961914,0.9615004658699036,0.9906219244003296
43,0.9510782361030579,0.9957248568534851,9.999999747378752e-05,0.34936559200286865,0.9567601084709167,0.9461491107940674,0.9880468249320984,0.9654491543769836,0.9966616034507751,0.30610308051109314,0.968718945980072,0.9629812240600586,0.9896347522735596
44,0.9568700194358826,0.99727863073349,9.999999747378752e-05,0.3135428726673126,0.961232602596283,0.9532963633537292,0.9903881549835205,0.9684106707572937,0.9963110685348511,0.2933773398399353,0.9721946120262146,0.9664363265037537,0.9881539940834045
45,0.9557609558105469,0.9968279004096985,9.999999747378752e-05,0.3125995397567749,0.9599801301956177,0.9518176317214966,0.9919901490211487,0.9629812240600586,0.9956028461456299,0.3113223612308502,0.9652260541915894,0.9590325951576233,0.9856860637664795
46,0.96216881275177,0.9973748326301575,9.999999747378752e-05,0.28512752056121826,0.9652432799339294,0.9582254886627197,0.9934688806533813,0.9634748101234436,0.996711790561676,0.2931392788887024,0.966749370098114,0.9615004658699036,0.9891411662101746
47,0.9587184190750122,0.9972379803657532,9.999999747378752e-05,0.28701597452163696,0.9632389545440674,0.9557609558105469,0.9914972186088562,0.9654491543769836,0.9959335327148438,0.2751604914665222,0.9692460298538208,0.9644619822502136,0.9916090965270996
48,0.9603204131126404,0.9973470568656921,9.999999747378752e-05,0.26899367570877075,0.9656673669815063,0.9566235542297363,0.9922366142272949,0.9610069394111633,0.9948400855064392,0.2848884165287018,0.9652260541915894,0.9590325951576233,0.9901283383369446
49,0.9619223475456238,0.9971804022789001,9.999999747378752e-05,0.263212114572525,0.9674332141876221,0.9590880870819092,0.9917436838150024,0.9639683961868286,0.9939382076263428,0.28634965419769287,0.9647467732429504,0.9590325951576233,0.9901283383369446
50,0.9620456099510193,0.997363805770874,9.999999747378752e-05,0.2508390247821808,0.9661248326301575,0.9594578146934509,0.9922366142272949,0.9644619822502136,0.9960970878601074,0.25600022077560425,0.9667658805847168,0.9619940519332886,0.9886475801467896
51,0.963524341583252,0.9968392252922058,9.999999747378752e-05,0.2441127747297287,0.9669104218482971,0.9614294767379761,0.9937153458595276,0.9634748101234436,0.9976118206977844,0.2391313761472702,0.966303288936615,0.9624876379966736,0.9930898547172546
52,0.9610597491264343,0.996943473815918,9.999999747378752e-05,0.2427181452512741,0.9651104807853699,0.9578558206558228,0.9919901490211487,0.9689042568206787,0.9967755079269409,0.23686429858207703,0.9736841917037964,0.9679170846939087,0.9901283383369446
53,0.9601971507072449,0.9969683885574341,9.999999747378752e-05,0.24500839412212372,0.9644367098808289,0.9557609558105469,0.9923598170280457,0.9698914289474487,0.9959065914154053,0.23303765058517456,0.9702970385551453,0.9674234986305237,0.9925962686538696
54,0.9650030732154846,0.9970582127571106,9.999999747378752e-05,0.22771374881267548,0.9679137468338013,0.9627849459648132,0.9927294850349426,0.9669299125671387,0.996257483959198,0.2355750948190689,0.9697120189666748,0.9639683961868286,0.9921026825904846
55,0.9663586020469666,0.9979292154312134,9.999999747378752e-05,0.20814131200313568,0.9705590009689331,0.9627849459648132,0.9943314790725708,0.9595261812210083,0.9945353865623474,0.2429300993680954,0.9632754325866699,0.9580454230308533,0.9935834407806396
56,0.9650030732154846,0.9972196221351624,9.999999747378752e-05,0.21582448482513428,0.9695841073989868,0.9624152779579163,0.9913740158081055,0.9654491543769836,0.9967695474624634,0.22570909559726715,0.9677579402923584,0.9629812240600586,0.9921026825904846
57,0.9643869400024414,0.9978076815605164,9.999999747378752e-05,0.20362815260887146,0.9677419066429138,0.9611830115318298,0.9951940774917603,0.9698914289474487,0.9967750310897827,0.2084735929965973,0.9731610417366028,0.9664363265037537,0.9921026825904846
58,0.9684534668922424,0.9982277750968933,9.999999747378752e-05,0.18915322422981262,0.9716197848320007,0.9661121368408203,0.9955637454986572,0.9624876379966736,0.9968090057373047,0.21025003492832184,0.9658077359199524,0.9619940519332886,0.9916090965270996
59,0.9711645245552063,0.9978957176208496,9.999999747378752e-05,0.18378803133964539,0.9736320972442627,0.9691928625106812,0.9942082762718201,0.9669299125671387,0.9952895045280457,0.2163269817829132,0.9673590660095215,0.9654491543769836,0.9925962686538696
60,0.9648798704147339,0.9967889189720154,9.999999747378752e-05,0.20312568545341492,0.9669349789619446,0.96216881275177,0.9934688806533813,0.9600197672843933,0.9952492117881775,0.22785954177379608,0.9632023572921753,0.9560710787773132,0.9911155104637146
61,0.967590868473053,0.9979649186134338,9.999999747378752e-05,0.18281784653663635,0.9701548218727112,0.9653727412223816,0.9934688806533813,0.9615004658699036,0.9963042736053467,0.21878394484519958,0.9638255834579468,0.9600197672843933,0.9935834407806396
62,0.9690696001052856,0.9980619549751282,9.999999747378752e-05,0.17806664109230042,0.9718676209449768,0.9663586020469666,0.9948244094848633,0.9629812240600586,0.9948392510414124,0.21853278577327728,0.9638971090316772,0.9619940519332886,0.9911155104637146
63,0.972643256187439,0.9979164004325867,9.999999747378752e-05,0.16844221949577332,0.9743843674659729,0.9703019261360168,0.9939618110656738,0.9644619822502136,0.9955293536186218,0.20914776623249054,0.9686722755432129,0.9615004658699036,0.9861796498298645
64,0.9751078486442566,0.9976791739463806,9.999999747378752e-05,0.15875796973705292,0.9771124720573425,0.9732593894004822,0.9955637454986572,0.9674234986305237,0.9971238374710083,0.1828278750181198,0.9697420597076416,0.9649555683135986,0.9930898547172546
65,0.9738755226135254,0.9984311461448669,9.999999747378752e-05,0.1543150544166565,0.9762170314788818,0.9711645245552063,0.9934688806533813,0.9654491543769836,0.9953466653823853,0.2026868611574173,0.9658415913581848,0.9629812240600586,0.9921026825904846
66,0.9691928625106812,0.9982231259346008,9.999999747378752e-05,0.165468230843544,0.9710646867752075,0.9677141308784485,0.9951940774917603,0.9615004658699036,0.9968945384025574,0.18705272674560547,0.9657227993011475,0.9595261812210083,0.9930898547172546
67,0.9610597491264343,0.9974727034568787,9.999999747378752e-05,0.18068872392177582,0.9650844931602478,0.957116425037384,0.9930992126464844,0.9713721871376038,0.9979904294013977,0.16790595650672913,0.9737623929977417,0.9708786010742188,0.9921026825904846
68,0.9696857929229736,0.9977801442146301,9.999999747378752e-05,0.15947456657886505,0.972256600856781,0.9673444032669067,0.9940850138664246,0.9684106707572937,0.9971327781677246,0.1740935742855072,0.9707776308059692,0.9674234986305237,0.9921026825904846
69,0.9768330454826355,0.9983798861503601,9.999999747378752e-05,0.13826796412467957,0.9788261651992798,0.9741219878196716,0.9964263439178467,0.9708786010742188,0.9960548877716064,0.17714129388332367,0.9727317690849304,0.9684106707572937,0.9906219244003296
70,0.9731361865997314,0.9978693127632141,9.999999747378752e-05,0.14593836665153503,0.9750092625617981,0.9711645245552063,0.9950708746910095,0.9718657732009888,0.9965479969978333,0.16515782475471497,0.9732937812805176,0.9713721871376038,0.9916090965270996
71,0.9733826518058777,0.9982290863990784,9.999999747378752e-05,0.14183904230594635,0.9754950404167175,0.971287727355957,0.9956870079040527,0.9659427404403687,0.9959343075752258,0.1830080896615982,0.9678376913070679,0.9654491543769836,0.9911155104637146
72,0.9732593894004822,0.9976521730422974,9.999999747378752e-05,0.1449824571609497,0.975365161895752,0.9709180593490601,0.9942082762718201,0.9664363265037537,0.9961801171302795,0.1804511994123459,0.9687654972076416,0.9644619822502136,0.9930898547172546
73,0.9775723814964294,0.9985248446464539,9.999999747378752e-05,0.1270996779203415,0.9805741310119629,0.9765865802764893,0.9955637454986572,0.9654491543769836,0.9954725503921509,0.18192103505134583,0.9682539701461792,0.9634748101234436,0.9911155104637146
74,0.9738755226135254,0.9986206889152527,9.999999747378752e-05,0.1322566568851471,0.9768535494804382,0.9725200533866882,0.9956870079040527,0.9644619822502136,0.9962078332901001,0.16612790524959564,0.9701937437057495,0.9639683961868286,0.9916090965270996
75,0.9735058546066284,0.9984883666038513,9.999999747378752e-05,0.1325083076953888,0.9764647483825684,0.9714109897613525,0.9951940774917603,0.9693978428840637,0.9966041445732117,0.16647115349769592,0.9707920551300049,0.9679170846939087,0.9916090965270996
76,0.9760936498641968,0.9980348944664001,9.999999747378752e-05,0.13683204352855682,0.9783442616462708,0.9742452502250671,0.9944547414779663,0.9698914289474487,0.9967562556266785,0.15761564671993256,0.9722222089767456,0.9674234986305237,0.9930898547172546
