epoch,accuracy,auc,learning_rate,loss,precision,recall,top_2_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy
26,0.8355321288108826,0.9731606245040894,9.999999747378752e-05,1.0013360977172852,0.8680312633514404,0.8099007606506348,0.9474808573722839,0.8374434113502502,0.9709623456001282,1.0176751613616943,0.8591697216033936,0.8228484988212585,0.9421238303184509
27,0.8425681591033936,0.9758314490318298,9.999999747378752e-05,0.9546341300010681,0.8684667944908142,0.8163085579872131,0.9545168876647949,0.8414695262908936,0.9683972001075745,1.0139625072479248,0.8691489100456238,0.8223452568054199,0.9360845685005188
28,0.8538761138916016,0.9787121415138245,9.999999747378752e-05,0.9046630859375,0.8770994544029236,0.8267370462417603,0.9577836394309998,0.8550578951835632,0.9741320610046387,0.9424490928649902,0.8736842274665833,0.8354303240776062,0.9496728777885437
29,0.8538761138916016,0.9788581728935242,9.999999747378752e-05,0.8847071528434753,0.8779448866844177,0.8287473320960999,0.9585375189781189,0.8621037006378174,0.9739843010902405,0.9059926271438599,0.8842105269432068,0.8454957008361816,0.9501761198043823
30,0.8545043468475342,0.9796611666679382,9.999999747378752e-05,0.8543257713317871,0.8785752058029175,0.8336474299430847,0.9579092860221863,0.8444891571998596,0.9733248949050903,0.9126046299934387,0.8604166507720947,0.8314041495323181,0.9496728777885437
31,0.8621686100959778,0.9810847640037537,9.999999747378752e-05,0.8170250654220581,0.885884702205658,0.8398039937019348,0.9607990980148315,0.8651232719421387,0.9719755053520203,0.9047521948814392,0.8814352750778198,0.8530448079109192,0.945143461227417
32,0.8708380460739136,0.9825305342674255,9.999999747378752e-05,0.7814004421234131,0.8927303552627563,0.853247880935669,0.964442789554596,0.8590840697288513,0.9692482948303223,0.9275027513504028,0.8725948929786682,0.8444891571998596,0.9471564888954163
33,0.8741047978401184,0.9830246567726135,9.999999747378752e-05,0.755028247833252,0.8974460363388062,0.8565146327018738,0.9635632634162903,0.8686462044715881,0.9750340580940247,0.8352909088134766,0.887020468711853,0.8495218753814697,0.9491695761680603
34,0.8779997229576111,0.9846410751342773,9.999999747378752e-05,0.7203876972198486,0.8978523015975952,0.8614147305488586,0.966327428817749,0.8651232719421387,0.9734231233596802,0.8423388004302979,0.8823529481887817,0.8454957008361816,0.943130373954773
35,0.8864178657531738,0.9861778616905212,9.999999747378752e-05,0.6837158799171448,0.9032257795333862,0.8689534068107605,0.9714788198471069,0.8525415062904358,0.9714437127113342,0.8563569188117981,0.8666666746139526,0.843985915184021,0.9416205286979675
36,0.8818947076797485,0.9857762455940247,9.999999747378752e-05,0.6754729747772217,0.9015191197395325,0.8649327754974365,0.9673326015472412,0.8651232719421387,0.974539577960968,0.7933173775672913,0.8831775784492493,0.8560644388198853,0.9506794214248657
37,0.8846588730812073,0.9857344031333923,9.999999747378752e-05,0.6556444764137268,0.9022321105003357,0.8684508204460144,0.9697198271751404,0.861600399017334,0.9741449356079102,0.7895623445510864,0.8819843530654907,0.8500251770019531,0.9456467032432556
38,0.8875486850738525,0.9866291284561157,9.999999747378752e-05,0.6342883110046387,0.9056456089019775,0.870712399482727,0.9675838947296143,0.8721690773963928,0.9760065078735352,0.7655009031295776,0.8888311982154846,0.8610971570014954,0.9526925086975098
39,0.892825722694397,0.988233208656311,9.999999747378752e-05,0.5982533097267151,0.9085119962692261,0.8783766627311707,0.9726096391677856,0.8716658353805542,0.9749500155448914,0.7493286728858948,0.8804123997688293,0.8595873117446899,0.9577252268791199
40,0.8959668278694153,0.9879311919212341,9.999999747378752e-05,0.5845771431922913,0.9125974178314209,0.8828998804092407,0.9702224135398865,0.8696527481079102,0.9763408899307251,0.7226488590240479,0.8825952410697937,0.862606942653656,0.9531957507133484
41,0.9071491360664368,0.9903470277786255,9.999999747378752e-05,0.539173424243927,0.9209844470024109,0.8933283090591431,0.9788918495178223,0.878208339214325,0.9734715819358826,0.7166690826416016,0.8886023759841919,0.8671363592147827,0.9506794214248657
42,0.9036310911178589,0.9892514944076538,9.999999747378752e-05,0.5393205285072327,0.9173136353492737,0.8906897902488708,0.9748712182044983,0.8641167879104614,0.9720296859741211,0.758425235748291,0.8747433423995972,0.8575742244720459,0.9456467032432556
43,0.9055157899856567,0.9899550080299377,9.999999747378752e-05,0.5194970369338989,0.9195446968078613,0.8932026624679565,0.9786405563354492,0.8691494464874268,0.9736760854721069,0.717242956161499,0.8820486068725586,0.8580775260925293,0.9461499452590942
44,0.9109184741973877,0.990406334400177,9.999999747378752e-05,0.49875304102897644,0.9247519373893738,0.9017464518547058,0.9781379699707031,0.8751887083053589,0.9730259776115417,0.7049367427825928,0.8870636820793152,0.8696527481079102,0.9476597905158997
45,0.902751624584198,0.9894930124282837,9.999999747378752e-05,0.5034521818161011,0.9178206324577332,0.8910667300224304,0.976002037525177,0.8651232719421387,0.972088098526001,0.7197778820991516,0.8776458501815796,0.8555611371994019,0.9446401596069336
46,0.9149390459060669,0.9913665652275085,9.999999747378752e-05,0.4692577123641968,0.9271317720413208,0.9016208052635193,0.9793943762779236,0.8570709824562073,0.9706276655197144,0.7283133864402771,0.8722854256629944,0.8490186333656311,0.945143461227417
47,0.9130544066429138,0.9914035201072693,9.999999747378752e-05,0.45416489243507385,0.923689603805542,0.9033797979354858,0.9800226092338562,0.8706592917442322,0.9767687320709229,0.6481897830963135,0.8874481320381165,0.8610971570014954,0.9552088379859924
48,0.9166980981826782,0.9916630387306213,9.999999747378752e-05,0.43850192427635193,0.9287093281745911,0.9067721962928772,0.9803995490074158,0.881227970123291,0.9746905565261841,0.654710054397583,0.8915724754333496,0.8731756210327148,0.9577252268791199
49,0.9182057976722717,0.9913765788078308,9.999999747378752e-05,0.43162035942077637,0.9282137155532837,0.908154308795929,0.9825354814529419,0.8681429028511047,0.9693372845649719,0.6988598108291626,0.8811983466148376,0.8585807681083679,0.9491695761680603
50,0.9222264289855957,0.9920571446418762,9.999999747378752e-05,0.4141716957092285,0.9315701723098755,0.9116722941398621,0.9834150075912476,0.8716658353805542,0.9761666059494019,0.6154823899269104,0.886528491973877,0.8610971570014954,0.9536990523338318
51,0.9205930233001709,0.9917001128196716,9.999999747378752e-05,0.41550329327583313,0.9325351119041443,0.910038948059082,0.9783892631530762,0.8827378153800964,0.976165235042572,0.6121436953544617,0.8975155353546143,0.8726723790168762,0.9506794214248657
52,0.9280060529708862,0.9930986166000366,9.999999747378752e-05,0.38131460547447205,0.9378443956375122,0.919462263584137,0.9845458269119263,0.8807247281074524,0.9748920202255249,0.6105278134346008,0.8918640613555908,0.8716658353805542,0.9567186832427979
53,0.9296393990516663,0.9934383034706116,9.999999747378752e-05,0.3661823272705078,0.939164936542511,0.92134690284729,0.9842945337295532,0.8731756210327148,0.9712348580360413,0.6603280305862427,0.8820803165435791,0.8621037006378174,0.9526925086975098
54,0.926749587059021,0.9928290247917175,9.999999747378752e-05,0.3714616894721985,0.9379327893257141,0.9189596772193909,0.9834150075912476,0.863613486289978,0.9742483496665955,0.6249470710754395,0.878413200378418,0.8580775260925293,0.9542022943496704
55,0.931021511554718,0.9935371279716492,9.999999747378752e-05,0.3534393906593323,0.9420066475868225,0.9224777221679688,0.9839175939559937,0.8696527481079102,0.9741337895393372,0.6256279945373535,0.8790983557701111,0.863613486289978,0.9521892070770264
56,0.9317753314971924,0.9937989115715027,9.999999747378752e-05,0.34258946776390076,0.9422780871391296,0.9229802489280701,0.9841688871383667,0.8777050971984863,0.9738166928291321,0.6155673265457153,0.8851870894432068,0.8691494464874268,0.9597383141517639
57,0.9331574440002441,0.9945507049560547,9.999999747378752e-05,0.3244647979736328,0.9411614537239075,0.926498293876648,0.9859278798103333,0.8696527481079102,0.9729910492897034,0.640910804271698,0.8771661520004272,0.8661298155784607,0.9562153816223145
58,0.936675488948822,0.9944642782211304,9.999999747378752e-05,0.318571537733078,0.9456050992012024,0.932654857635498,0.9852996468544006,0.8530448079109192,0.9684135913848877,0.6849391460418701,0.8603696227073669,0.8434826135635376,0.9446401596069336
59,0.9349164366722107,0.995000958442688,9.999999747378752e-05,0.30702587962150574,0.9439407587051392,0.9287598729133606,0.9864304661750793,0.8736789226531982,0.976193368434906,0.5742087960243225,0.8851282000541687,0.8686462044715881,0.9542022943496704
60,0.9374293088912964,0.9943214654922485,9.999999747378752e-05,0.3103368580341339,0.9447985887527466,0.9311471581459045,0.9855509400367737,0.8817312717437744,0.9751455187797546,0.5718475580215454,0.8923628926277161,0.8761952519416809,0.9557121396064758
61,0.9400678277015686,0.9949380159378052,9.999999747378752e-05,0.2942230999469757,0.9479990005493164,0.9345394968986511,0.987058699131012,0.8726723790168762,0.9743764996528625,0.5641322135925293,0.8816598653793335,0.8661298155784607,0.9587317705154419
62,0.9427063465118408,0.9951536059379578,9.999999747378752e-05,0.28326696157455444,0.9513003826141357,0.9375549554824829,0.9880638122558594,0.8691494464874268,0.970690131187439,0.6016249060630798,0.8825348019599915,0.8621037006378174,0.9516859650611877
63,0.9467269778251648,0.9958077073097229,9.999999747378752e-05,0.2729865312576294,0.9529201984405518,0.9409473538398743,0.9905766844749451,0.880221426486969,0.9761852622032166,0.569665253162384,0.8890025615692139,0.8746854662895203,0.9557121396064758
64,0.9425806999206543,0.9951316714286804,9.999999747378752e-05,0.2793177664279938,0.9493380784988403,0.9370523691177368,0.987309992313385,0.8797181844711304,0.9742306470870972,0.5749179720878601,0.8859918117523193,0.8721690773963928,0.9542022943496704
65,0.9413242936134338,0.9953995943069458,9.999999747378752e-05,0.2754218578338623,0.9468463659286499,0.9355446696281433,0.9859278798103333,0.8877705335617065,0.9792773723602295,0.5441014170646667,0.895865261554718,0.8832410573959351,0.9536990523338318
66,0.9414499402046204,0.9944503903388977,9.999999747378752e-05,0.27752211689949036,0.9494640231132507,0.9347907900810242,0.987058699131012,0.8907901644706726,0.9757862687110901,0.5464143753051758,0.8954314589500427,0.8877705335617065,0.9552088379859924
67,0.9497424364089966,0.9964125156402588,9.999999747378752e-05,0.24241414666175842,0.9560188055038452,0.9449679851531982,0.9909536242485046,0.878208339214325,0.9743122458457947,0.5783129930496216,0.8848701119422913,0.8741821646690369,0.9552088379859924
68,0.943962812423706,0.9952083230018616,9.999999747378752e-05,0.2590928077697754,0.9496503472328186,0.9384344816207886,0.9895715713500977,0.8772017955780029,0.9740579724311829,0.554845929145813,0.8883196711540222,0.8726723790168762,0.9567186832427979
69,0.9494911432266235,0.9962271451950073,9.999999747378752e-05,0.24134700000286102,0.9540492296218872,0.9443397521972656,0.9900741577148438,0.8807247281074524,0.9737831950187683,0.5835518836975098,0.8901940584182739,0.8772017955780029,0.9506794214248657
70,0.9459730982780457,0.9957689642906189,9.999999747378752e-05,0.24475401639938354,0.9519695043563843,0.9413242936134338,0.9895715713500977,0.861600399017334,0.9692546725273132,0.6249533891677856,0.8724385499954224,0.8570709824562073,0.9416205286979675
71,0.9503706693649292,0.9962051510810852,9.999999747378752e-05,0.2338258922100067,0.9555386304855347,0.9450936317443848,0.9912049174308777,0.878208339214325,0.97346431016922,0.5986881256103516,0.8840284943580627,0.8746854662895203,0.9577252268791199
72,0.9478577971458435,0.9962791800498962,9.999999747378752e-05,0.22826716303825378,0.9524413347244263,0.9435858726501465,0.9900741577148438,0.8766985535621643,0.9728363752365112,0.5961526036262512,0.8827129006385803,0.8711625337600708,0.9521892070770264
73,0.9586631655693054,0.9970052242279053,4.999999873689376e-05,0.20864276587963104,0.9638095498085022,0.953637421131134,0.9912049174308777,0.8907901644706726,0.9764966368675232,0.5382809042930603,0.902101457118988,0.8857574462890625,0.9582284688949585
74,0.9648197293281555,0.9983413219451904,4.999999873689376e-05,0.18106229603290558,0.9693670868873596,0.9621811509132385,0.9935921430587769,0.89682936668396,0.9756799340248108,0.5227365493774414,0.9017811417579651,0.8917967081069946,0.9577252268791199
75,0.9659504890441895,0.9982265830039978,4.999999873689376e-05,0.17695754766464233,0.9680353999137878,0.9626837372779846,0.9938434362411499,0.8943130373954773,0.9775798916816711,0.5469437837600708,0.8989847898483276,0.8912934064865112,0.9592350125312805
76,0.9707249402999878,0.9982831478118896,4.999999873689376e-05,0.16419079899787903,0.9745858907699585,0.9684633612632751,0.9942203760147095,0.8938097357749939,0.9760037064552307,0.5337221622467041,0.8979177474975586,0.8897836208343506,0.9597383141517639
77,0.9665787220001221,0.9979472160339355,4.999999873689376e-05,0.17170506715774536,0.9711099863052368,0.9629350304603577,0.994597315788269,0.8892803192138672,0.9773435592651367,0.5135103464126587,0.8950836062431335,0.8887770771980286,0.9542022943496704
78,0.9700967669487,0.9983416199684143,4.999999873689376e-05,0.16162839531898499,0.972832977771759,0.9673326015472412,0.9939690828323364,0.8877705335617065,0.9754194617271423,0.5252848863601685,0.8951120376586914,0.8847509026527405,0.9572219252586365
79,0.9689659476280212,0.9983431696891785,4.999999873689376e-05,0.16115149855613708,0.9714466333389282,0.966076135635376,0.9942203760147095,0.878208339214325,0.9732947945594788,0.5694965124130249,0.8830111622810364,0.8736789226531982,0.9547055959701538
80,0.9716044664382935,0.998670220375061,4.999999873689376e-05,0.1502334624528885,0.973737359046936,0.9689659476280212,0.9950999021530151,0.882234513759613,0.9741740822792053,0.5526611804962158,0.8888322114944458,0.8772017955780029,0.9557121396064758
81,0.9713531732559204,0.9984689354896545,4.999999873689376e-05,0.14786747097969055,0.973266065120697,0.9697198271751404,0.9958537220954895,0.8897836208343506,0.9752780795097351,0.5486135482788086,0.8941771984100342,0.8887770771980286,0.9607448577880859
82,0.9712275266647339,0.9981235265731812,4.999999873689376e-05,0.15419772267341614,0.9744659066200256,0.9685890078544617,0.994094729423523,0.8933064937591553,0.9753404855728149,0.541105329990387,0.8991853594779968,0.8887770771980286,0.9612480998039246
83,0.970348060131073,0.9985972046852112,4.999999873689376e-05,0.14532072842121124,0.9736177921295166,0.9690915942192078,0.9961050152778625,0.8928031921386719,0.9751546382904053,0.5410297513008118,0.8975139260292053,0.8902868628501892,0.9662808179855347
84,0.9698454737663269,0.9983499050140381,4.999999873689376e-05,0.14669370651245117,0.9722327589988708,0.9678351283073425,0.9947229623794556,0.8887770771980286,0.9741674661636353,0.5546090602874756,0.892276406288147,0.8837443590164185,0.961751401424408
85,0.9768815040588379,0.9992031455039978,2.499999936844688e-05,0.12877610325813293,0.9791640639305115,0.9742429852485657,0.9961050152778625,0.8948162794113159,0.9750658273696899,0.5257440209388733,0.9011716842651367,0.8902868628501892,0.961751401424408
86,0.9756250977516174,0.9984091520309448,2.499999936844688e-05,0.13209953904151917,0.9780358672142029,0.9734891057014465,0.9971101880073547,0.8943130373954773,0.976607620716095,0.5270582437515259,0.8995434045791626,0.8922999501228333,0.9597383141517639
87,0.9775097370147705,0.9989298582077026,2.499999936844688e-05,0.12360525876283646,0.9800655841827393,0.976002037525177,0.9957281351089478,0.9003522992134094,0.9757301211357117,0.5319384336471558,0.9028831720352173,0.8983392119407654,0.9612480998039246
88,0.981656014919281,0.999320924282074,2.499999936844688e-05,0.11266092211008072,0.9833690524101257,0.9806508421897888,0.9974871277809143,0.900855541229248,0.9754422307014465,0.5444349646568298,0.9033401012420654,0.8983392119407654,0.9632611870765686
89,0.9770071506500244,0.9987032413482666,2.499999936844688e-05,0.12500891089439392,0.9787073135375977,0.976002037525177,0.9963563084602356,0.9028686285018921,0.9765966534614563,0.5268043875694275,0.9097399115562439,0.897835910320282,0.9652742743492126
90,0.9765045642852783,0.9990268349647522,2.499999936844688e-05,0.11991530656814575,0.9778113961219788,0.9744942784309387,0.9969845414161682,0.8917967081069946,0.9750226140022278,0.5544540286064148,0.8975139260292053,0.8902868628501892,0.9602415561676025
91,0.9827867746353149,0.9992815256118774,2.499999936844688e-05,0.10379428416490555,0.9837674498558044,0.9822841882705688,0.9976127743721008,0.8943130373954773,0.9752922058105469,0.5366150140762329,0.9008642435073853,0.8917967081069946,0.963764488697052
92,0.9805251955986023,0.9991627335548401,1.249999968422344e-05,0.11036048829555511,0.9824760556221008,0.9791430830955505,0.9968588948249817,0.898842453956604,0.9760946035385132,0.5360492467880249,0.9026369452476501,0.8958228230476379,0.96275794506073
