epoch,AUC,Precision,Recall,accuracy,learning_rate,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.8789738416671753,0.6519153714179993,0.42640239000320435,0.5363500118255615,0.0010000000474974513,2.3190903663635254,0.5714222192764282,0.09955022484064102,0.09949056059122086,0.09979023039340973,9.742819786071777
1,0.9342316389083862,0.7429620623588562,0.5448017716407776,0.6418848037719727,0.0010000000474974513,1.8101061582565308,0.6879017353057861,0.31991589069366455,0.3191489279270172,0.3191489279270172,4.991632461547852
2,0.9489917755126953,0.775248110294342,0.5959610939025879,0.6792072057723999,0.0010000000474974513,1.5768433809280396,0.7518478035926819,0.4794926047325134,0.33982619643211365,0.39077016711235046,3.544064521789551
3,0.956375777721405,0.7999235391616821,0.6261780261993408,0.7112191319465637,0.0010000000474974513,1.4543615579605103,0.7942165732383728,0.4274924397468567,0.3392268419265747,0.36080312728881836,3.152021884918213
